Ret,s,l,s2,L2
-0.02230147,20,80,400,1200
-0.02230147,20,80,400,1600
-0.02230147,20,80,400,2000
-0.050654087,20,100,200,400
-0.050654087,20,100,200,600
-0.050654087,20,100,200,800
-0.050654087,20,100,200,1000
-0.050654087,20,100,300,600
-0.050654087,20,100,300,900
-0.050654087,20,100,300,1200
-0.050654087,20,100,300,1500
-0.050654087,20,100,400,800
-0.050654087,20,100,400,1200
-0.050654087,20,100,400,1600
-0.050654087,20,100,400,2000
-0.050654087,20,100,500,1000
-0.050654087,20,100,500,1500
-0.050654087,20,100,500,2000
-0.050654087,20,100,500,2500
-0.067300275,25,50,100,200
-0.052312969,25,50,100,300
-0.043132424,25,50,100,400
-0.043132424,25,50,100,500
-0.054028685,25,50,150,300
-0.043132424,25,50,150,450
-0.043132424,25,50,150,600
-0.043132424,25,50,150,750
-0.043132424,25,50,200,400
-0.043132424,25,50,200,600
-0.043132424,25,50,200,800
-0.043132424,25,50,200,1000
-0.043132424,25,50,250,500
-0.043132424,25,50,250,750
-0.043132424,25,50,250,1000
-0.043132424,25,50,250,1250
-0.032864655,25,75,150,300
-0.021983207,25,75,150,450
-0.021983207,25,75,150,600
-0.021983207,25,75,150,750
-0.021983207,25,75,225,450
-0.021983207,25,75,225,675
-0.021983207,25,75,225,900
-0.021983207,25,75,225,1125
-0.021983207,25,75,300,600
-0.021983207,25,75,300,900
-0.021983207,25,75,300,1200
-0.021983207,25,75,300,1500
-0.021983207,25,75,375,750
-0.021983207,25,75,375,1125
-0.021983207,25,75,375,1500
-0.021983207,25,75,375,1875
-0.045044044,25,100,200,400
-0.045044044,25,100,200,600
-0.045044044,25,100,200,800
-0.045044044,25,100,200,1000
-0.045044044,25,100,300,600
-0.045044044,25,100,300,900
-0.045044044,25,100,300,1200
-0.045044044,25,100,300,1500
-0.045044044,25,100,400,800
-0.045044044,25,100,400,1200
-0.045044044,25,100,400,1600
-0.045044044,25,100,400,2000
-0.045044044,25,100,500,1000
-0.045044044,25,100,500,1500
-0.045044044,25,100,500,2000
-0.045044044,25,100,500,2500
-0.046691439,25,125,250,500
-0.046691439,25,125,250,750
-0.046691439,25,125,250,1000
-0.046691439,25,125,250,1250
-0.046691439,25,125,375,750
-0.046691439,25,125,375,1125
-0.046691439,25,125,375,1500
-0.046691439,25,125,375,1875
-0.046691439,25,125,500,1000
-0.046691439,25,125,500,1500
-0.046691439,25,125,500,2000
-0.046691439,25,125,500,2500
-0.046691439,25,125,625,1250
-0.046691439,25,125,625,1875
-0.046691439,25,125,625,2500
-0.046691439,25,125,625,3125
-0.062372714,30,60,120,240
-0.022542361,30,60,120,360
-0.022542361,30,60,120,480
-0.022542361,30,60,120,600
-0.022542361,30,60,180,360
-0.022542361,30,60,180,540
-0.022542361,30,60,180,720
-0.022542361,30,60,180,900
-0.022542361,30,60,240,480
-0.022542361,30,60,240,720
-0.022542361,30,60,240,960
-0.022542361,30,60,240,1200
-0.022542361,30,60,300,600
-0.022542361,30,60,300,900
-0.022542361,30,60,300,1200
-0.022542361,30,60,300,1500
-0.052846102,30,90,180,360
-0.052846102,30,90,180,540
-0.052846102,30,90,180,720
-0.052846102,30,90,180,900
-0.052846102,30,90,270,540
-0.052846102,30,90,270,810
-0.052846102,30,90,270,1080
-0.052846102,30,90,270,1350
-0.052846102,30,90,360,720
-0.052846102,30,90,360,1080
-0.052846102,30,90,360,1440
-0.052846102,30,90,360,1800
-0.052846102,30,90,450,900
-0.052846102,30,90,450,1350
-0.052846102,30,90,450,1800
-0.052846102,30,90,450,2250
-0.054271014,30,120,240,480
-0.054271014,30,120,240,720
-0.054271014,30,120,240,960
-0.054271014,30,120,240,1200
-0.054271014,30,120,360,720
-0.054271014,30,120,360,1080
-0.054271014,30,120,360,1440
-0.054271014,30,120,360,1800
-0.054271014,30,120,480,960
-0.054271014,30,120,480,1440
-0.054271014,30,120,480,1920
-0.054271014,30,120,480,2400
-0.054271014,30,120,600,1200
-0.054271014,30,120,600,1800
-0.054271014,30,120,600,2400
-0.054271014,30,120,600,3000
0.018136581,30,150,300,600
0.018136581,30,150,300,900
0.018136581,30,150,300,1200
0.018136581,30,150,300,1500
0.018136581,30,150,450,900
0.018136581,30,150,450,1350
0.018136581,30,150,450,1800
0.018136581,30,150,450,2250
0.018136581,30,150,600,1200
0.018136581,30,150,600,1800
0.018136581,30,150,600,2400
0.018136581,30,150,600,3000
0.018136581,30,150,750,1500
0.018136581,30,150,750,2250
0.018136581,30,150,750,3000
0.018136581,30,150,750,3750
-0.003873815,35,70,140,280
-0.00662659,35,70,140,420
-0.00662659,35,70,140,560
-0.00662659,35,70,140,700
-0.00662659,35,70,210,420
-0.00662659,35,70,210,630
-0.00662659,35,70,210,840
-0.00662659,35,70,210,1050
-0.00662659,35,70,280,560
-0.00662659,35,70,280,840
-0.00662659,35,70,280,1120
-0.00662659,35,70,280,1400
-0.00662659,35,70,350,700
-0.00662659,35,70,350,1050
-0.00662659,35,70,350,1400
-0.00662659,35,70,350,1750
-0.048057079,35,105,210,420
-0.048057079,35,105,210,630
-0.048057079,35,105,210,840
-0.048057079,35,105,210,1050
-0.048057079,35,105,315,630
-0.048057079,35,105,315,945
-0.048057079,35,105,315,1260
-0.048057079,35,105,315,1575
-0.048057079,35,105,420,840
-0.048057079,35,105,420,1260
-0.048057079,35,105,420,1680
-0.048057079,35,105,420,2100
-0.048057079,35,105,525,1050
-0.048057079,35,105,525,1575
-0.048057079,35,105,525,2100
-0.048057079,35,105,525,2625
0.026819222,35,140,280,560
0.026819222,35,140,280,840
0.026819222,35,140,280,1120
0.026819222,35,140,280,1400
0.026819222,35,140,420,840
0.026819222,35,140,420,1260
0.026819222,35,140,420,1680
0.026819222,35,140,420,2100
0.026819222,35,140,560,1120
0.026819222,35,140,560,1680
0.026819222,35,140,560,2240
0.026819222,35,140,560,2800
0.026819222,35,140,700,1400
0.026819222,35,140,700,2100
0.026819222,35,140,700,2800
0.026819222,35,140,700,3500
0.018896637,35,175,350,700
0.018896637,35,175,350,1050
0.018896637,35,175,350,1400
0.018896637,35,175,350,1750
0.018896637,35,175,525,1050
0.018896637,35,175,525,1575
0.018896637,35,175,525,2100
0.018896637,35,175,525,2625
0.018896637,35,175,700,1400
0.018896637,35,175,700,2100
0.018896637,35,175,700,2800
0.018896637,35,175,700,3500
0.018896637,35,175,875,1750
0.018896637,35,175,875,2625
0.018896637,35,175,875,3500
0.018896637,35,175,875,4375
-0.002807676,40,80,160,320
-0.000567204,40,80,160,480
-0.000567204,40,80,160,640
-0.000567204,40,80,160,800
-0.000567204,40,80,240,480
-0.000567204,40,80,240,720
-0.000567204,40,80,240,960
-0.000567204,40,80,240,1200
-0.000567204,40,80,320,640
-0.000567204,40,80,320,960
-0.000567204,40,80,320,1280
-0.000567204,40,80,320,1600
-0.000567204,40,80,400,800
-0.000567204,40,80,400,1200
-0.000567204,40,80,400,1600
-0.000567204,40,80,400,2000
-0.058683928,40,120,240,480
-0.058683928,40,120,240,720
-0.058683928,40,120,240,960
-0.058683928,40,120,240,1200
-0.058683928,40,120,360,720
-0.058683928,40,120,360,1080
-0.058683928,40,120,360,1440
-0.058683928,40,120,360,1800
-0.058683928,40,120,480,960
-0.058683928,40,120,480,1440
-0.058683928,40,120,480,1920
-0.058683928,40,120,480,2400
-0.058683928,40,120,600,1200
-0.058683928,40,120,600,1800
-0.058683928,40,120,600,2400
-0.058683928,40,120,600,3000
0.012868705,40,160,320,640
0.012868705,40,160,320,960
0.012868705,40,160,320,1280
0.012868705,40,160,320,1600
0.012868705,40,160,480,960
0.012868705,40,160,480,1440
0.012868705,40,160,480,1920
0.012868705,40,160,480,2400
0.012868705,40,160,640,1280
0.012868705,40,160,640,1920
0.012868705,40,160,640,2560
0.012868705,40,160,640,3200
0.012868705,40,160,800,1600
0.012868705,40,160,800,2400
0.012868705,40,160,800,3200
0.012868705,40,160,800,4000
0.017413034,40,200,400,800
0.017413034,40,200,400,1200
0.017413034,40,200,400,1600
0.017413034,40,200,400,2000
0.017413034,40,200,600,1200
0.017413034,40,200,600,1800
0.017413034,40,200,600,2400
0.017413034,40,200,600,3000
0.017413034,40,200,800,1600
0.017413034,40,200,800,2400
0.017413034,40,200,800,3200
0.017413034,40,200,800,4000
0.017413034,40,200,1000,2000
0.017413034,40,200,1000,3000
0.017413034,40,200,1000,4000
0.017413034,40,200,1000,5000
-0.032675602,45,90,180,360
-0.032675602,45,90,180,540
-0.032675602,45,90,180,720
-0.032675602,45,90,180,900
-0.032675602,45,90,270,540
-0.032675602,45,90,270,810
-0.032675602,45,90,270,1080
-0.032675602,45,90,270,1350
-0.032675602,45,90,360,720
-0.032675602,45,90,360,1080
-0.032675602,45,90,360,1440
-0.032675602,45,90,360,1800
-0.032675602,45,90,450,900
-0.032675602,45,90,450,1350
-0.032675602,45,90,450,1800
-0.032675602,45,90,450,2250
-0.014433922,45,135,270,540
-0.014433922,45,135,270,810
-0.014433922,45,135,270,1080
-0.014433922,45,135,270,1350
-0.014433922,45,135,405,810
-0.014433922,45,135,405,1215
-0.014433922,45,135,405,1620
-0.014433922,45,135,405,2025
-0.014433922,45,135,540,1080
-0.014433922,45,135,540,1620
-0.014433922,45,135,540,2160
-0.014433922,45,135,540,2700
-0.014433922,45,135,675,1350
-0.014433922,45,135,675,2025
-0.014433922,45,135,675,2700
-0.014433922,45,135,675,3375
0.013390483,45,180,360,720
0.013390483,45,180,360,1080
0.013390483,45,180,360,1440
0.013390483,45,180,360,1800
0.013390483,45,180,540,1080
0.013390483,45,180,540,1620
0.013390483,45,180,540,2160
0.013390483,45,180,540,2700
0.013390483,45,180,720,1440
0.013390483,45,180,720,2160
0.013390483,45,180,720,2880
0.013390483,45,180,720,3600
0.013390483,45,180,900,1800
0.013390483,45,180,900,2700
0.013390483,45,180,900,3600
0.013390483,45,180,900,4500
0.006878931,45,225,450,900
0.006878931,45,225,450,1350
0.006878931,45,225,450,1800
0.006878931,45,225,450,2250
0.006878931,45,225,675,1350
0.006878931,45,225,675,2025
0.006878931,45,225,675,2700
0.006878931,45,225,675,3375
0.006878931,45,225,900,1800
0.006878931,45,225,900,2700
0.006878931,45,225,900,3600
0.006878931,45,225,900,4500
0.006878931,45,225,1125,2250
0.006878931,45,225,1125,3375
0.006878931,45,225,1125,4500
0.006878931,45,225,1125,5625
-0.025445749,50,100,200,400
-0.025445749,50,100,200,600
-0.025445749,50,100,200,800
-0.025445749,50,100,200,1000
-0.025445749,50,100,300,600
-0.025445749,50,100,300,900
-0.025445749,50,100,300,1200
-0.025445749,50,100,300,1500
-0.025445749,50,100,400,800
-0.025445749,50,100,400,1200
-0.025445749,50,100,400,1600
-0.025445749,50,100,400,2000
-0.025445749,50,100,500,1000
-0.025445749,50,100,500,1500
-0.025445749,50,100,500,2000
-0.025445749,50,100,500,2500
0.015588887,50,150,300,600
0.015588887,50,150,300,900
0.015588887,50,150,300,1200
0.015588887,50,150,300,1500
0.015588887,50,150,450,900
0.015588887,50,150,450,1350
0.015588887,50,150,450,1800
0.015588887,50,150,450,2250
0.015588887,50,150,600,1200
0.015588887,50,150,600,1800
0.015588887,50,150,600,2400
0.015588887,50,150,600,3000
0.015588887,50,150,750,1500
0.015588887,50,150,750,2250
0.015588887,50,150,750,3000
0.015588887,50,150,750,3750
0.015523944,50,200,400,800
0.015523944,50,200,400,1200
0.015523944,50,200,400,1600
0.015523944,50,200,400,2000
0.015523944,50,200,600,1200
0.015523944,50,200,600,1800
0.015523944,50,200,600,2400
0.015523944,50,200,600,3000
0.015523944,50,200,800,1600
0.015523944,50,200,800,2400
0.015523944,50,200,800,3200
0.015523944,50,200,800,4000
0.015523944,50,200,1000,2000
0.015523944,50,200,1000,3000
0.015523944,50,200,1000,4000
0.015523944,50,200,1000,5000
-0.009152382,50,250,500,1000
-0.009152382,50,250,500,1500
-0.009152382,50,250,500,2000
-0.009152382,50,250,500,2500
-0.009152382,50,250,750,1500
-0.009152382,50,250,750,2250
-0.009152382,50,250,750,3000
-0.009152382,50,250,750,3750
-0.009152382,50,250,1000,2000
-0.009152382,50,250,1000,3000
-0.009152382,50,250,1000,4000
-0.009152382,50,250,1000,5000
-0.009152382,50,250,1250,2500
-0.009152382,50,250,1250,3750
-0.009152382,50,250,1250,5000
-0.009152382,50,250,1250,6250
