Ret,s,l,s2,L2
-0.306894146,20,60,300,1500
-0.150547631,20,80,160,320
-0.279313399,20,80,160,480
-0.250931055,20,80,160,640
-0.248332777,20,80,160,800
-0.283229318,20,80,240,480
-0.230048169,20,80,240,720
-0.215248642,20,80,240,960
-0.248889039,20,80,240,1200
-0.285311011,20,80,320,640
-0.225079687,20,80,320,960
-0.254793847,20,80,320,1280
-0.194674997,20,80,320,1600
-0.271197844,20,80,400,800
-0.242920343,20,80,400,1200
-0.236845948,20,80,400,1600
-0.179540418,20,80,400,2000
-0.280640613,20,100,200,400
-0.211869599,20,100,200,600
-0.216635775,20,100,200,800
-0.201793752,20,100,200,1000
-0.242638162,20,100,300,600
-0.222285249,20,100,300,900
-0.24139267,20,100,300,1200
-0.232631948,20,100,300,1500
-0.257474813,20,100,400,800
-0.229689593,20,100,400,1200
-0.223634737,20,100,400,1600
-0.167772481,20,100,400,2000
-0.226567159,20,100,500,1000
-0.276479258,20,100,500,1500
-0.164152179,20,100,500,2000
-0.169074025,20,100,500,2500
-0.250273955,25,50,100,200
-0.223220714,25,50,100,300
-0.332640635,25,50,100,400
-0.305873495,25,50,100,500
-0.187924988,25,50,150,300
-0.319856015,25,50,150,450
-0.262978031,25,50,150,600
-0.321404021,25,50,150,750
-0.320875109,25,50,200,400
-0.254102436,25,50,200,600
-0.257119786,25,50,200,800
-0.23979127,25,50,200,1000
-0.307034961,25,50,250,500
-0.247014033,25,50,250,750
-0.249733779,25,50,250,1000
-0.284363284,25,50,250,1250
-0.166468397,25,75,150,300
-0.305259014,25,75,150,450
-0.23721817,25,75,150,600
-0.302510183,25,75,150,750
-0.314494998,25,75,225,450
-0.239345823,25,75,225,675
-0.233372911,25,75,225,900
-0.266260631,25,75,225,1125
-0.258040667,25,75,300,600
-0.241400584,25,75,300,900
-0.261185876,25,75,300,1200
-0.252356844,25,75,300,1500
-0.272536459,25,75,375,750
-0.258585317,25,75,375,1125
-0.264006995,25,75,375,1500
-0.189241605,25,75,375,1875
-0.252439149,25,100,200,400
-0.187042394,25,100,200,600
-0.189864192,25,100,200,800
-0.174842324,25,100,200,1000
-0.21417235,25,100,300,600
-0.195619126,25,100,300,900
-0.215081944,25,100,300,1200
-0.206295787,25,100,300,1500
-0.231252127,25,100,400,800
-0.203203789,25,100,400,1200
-0.197165308,25,100,400,1600
-0.140523944,25,100,400,2000
-0.196052556,25,100,500,1000
-0.250799438,25,100,500,1500
-0.136851102,25,100,500,2000
-0.141857691,25,100,500,2500
-0.237699234,25,125,250,500
-0.180553336,25,125,250,750
-0.182802705,25,125,250,1000
-0.215918452,25,125,250,1250
-0.226416423,25,125,375,750
-0.212915053,25,125,375,1125
-0.217897223,25,125,375,1500
-0.144891476,25,125,375,1875
-0.200764883,25,125,500,1000
-0.25009167,25,125,500,1500
-0.137874462,25,125,500,2000
-0.142760929,25,125,500,2500
-0.213411292,25,125,625,1250
-0.140780315,25,125,625,1875
-0.14506341,25,125,625,2500
-0.168098596,25,125,625,3125
-0.256542461,30,60,120,240
-0.312428274,30,60,120,360
-0.330011998,30,60,120,480
-0.31889591,30,60,120,600
-0.31831514,30,60,180,360
-0.316617949,30,60,180,540
-0.302515557,30,60,180,720
-0.280539995,30,60,180,900
-0.338588443,30,60,240,480
-0.285958204,30,60,240,720
-0.271395233,30,60,240,960
-0.304345473,30,60,240,1200
-0.311534736,30,60,300,600
-0.291109122,30,60,300,900
-0.310379639,30,60,300,1200
-0.301619104,30,60,300,1500
-0.226850331,30,90,180,360
-0.225274445,30,90,180,540
-0.210896989,30,90,180,720
-0.188594419,30,90,180,900
-0.221422466,30,90,270,540
-0.202564462,30,90,270,810
-0.232424487,30,90,270,1080
-0.213962375,30,90,270,1350
-0.240493941,30,90,360,720
-0.217393507,30,90,360,1080
-0.212934631,30,90,360,1440
-0.144465812,30,90,360,1800
-0.166469589,30,90,450,900
-0.224129034,30,90,450,1350
-0.144627715,30,90,450,1800
-0.150832825,30,90,450,2250
-0.256567115,30,120,240,480
-0.205133516,30,120,240,720
-0.191414675,30,120,240,960
-0.223754354,30,120,240,1200
-0.250141713,30,120,360,720
-0.227966272,30,120,360,1080
-0.223430145,30,120,360,1440
-0.157792912,30,120,360,1800
-0.190610822,30,120,480,960
-0.262646617,30,120,480,1440
-0.1598388,30,120,480,1920
-0.156484729,30,120,480,2400
-0.214394717,30,120,600,1200
-0.157918487,30,120,600,1800
-0.157053152,30,120,600,2400
-0.180717992,30,120,600,3000
-0.187904382,30,150,300,600
-0.167859407,30,150,300,900
-0.185783039,30,150,300,1200
-0.177042996,30,150,300,1500
-0.1342669,30,150,450,900
-0.192219,30,150,450,1350
-0.112787446,30,150,450,1800
-0.118739158,30,150,450,2250
-0.170241314,30,150,600,1200
-0.11272319,30,150,600,1800
-0.11183643,30,150,600,2400
-0.138039693,30,150,600,3000
-0.214647312,30,150,750,1500
-0.115220054,30,150,750,2250
-0.137359481,30,150,750,3000
-0.09413422,30,150,750,3750
-0.226122098,35,70,140,280
-0.301988405,35,70,140,420
-0.253647818,35,70,140,560
-0.299388861,35,70,140,700
-0.331852994,35,70,210,420
-0.232827479,35,70,210,630
-0.244684806,35,70,210,840
-0.241176185,35,70,210,1050
-0.236512941,35,70,280,560
-0.2831707,35,70,280,840
-0.263718462,35,70,280,1120
-0.256991652,35,70,280,1400
-0.293357888,35,70,350,700
-0.260540067,35,70,350,1050
-0.258318583,35,70,350,1400
-0.184629764,35,70,350,1750
-0.286988955,35,105,210,420
-0.189456973,35,105,210,630
-0.200954653,35,105,210,840
-0.197513086,35,105,210,1050
-0.252521166,35,105,315,630
-0.195552941,35,105,315,945
-0.219225755,35,105,315,1260
-0.170144467,35,105,315,1575
-0.221726847,35,105,420,840
-0.220788797,35,105,420,1260
-0.142605288,35,105,420,1680
-0.152639251,35,105,420,2100
-0.218661978,35,105,525,1050
-0.196164324,35,105,525,1575
-0.155400071,35,105,525,2100
-0.157728545,35,105,525,2625
-0.190399838,35,140,280,560
-0.232053463,35,140,280,840
-0.217175485,35,140,280,1120
-0.210448199,35,140,280,1400
-0.216595477,35,140,420,840
-0.217438568,35,140,420,1260
-0.14093374,35,140,420,1680
-0.150654814,35,140,420,2100
-0.210499587,35,140,560,1120
-0.145303693,35,140,560,1680
-0.151007987,35,140,560,2240
-0.173439647,35,140,560,2800
-0.273587673,35,140,700,1400
-0.146007202,35,140,700,2100
-0.175884599,35,140,700,2800
-0.130107511,35,140,700,3500
-0.194512858,35,175,350,700
-0.164004057,35,175,350,1050
-0.157677109,35,175,350,1400
-0.08299277,35,175,350,1750
-0.161406121,35,175,525,1050
-0.138428946,35,175,525,1575
-0.096823597,35,175,525,2100
-0.099204724,35,175,525,2625
-0.222144451,35,175,700,1400
-0.089152782,35,175,700,2100
-0.12039223,35,175,700,2800
-0.07338871,35,175,700,3500
-0.100315951,35,175,875,1750
-0.097964984,35,175,875,2625
-0.07338871,35,175,875,3500
-0.07338871,35,175,875,4375
-0.126962071,40,80,160,320
-0.261580807,40,80,160,480
-0.229300889,40,80,160,640
-0.226693325,40,80,160,800
-0.257478726,40,80,240,480
-0.208470123,40,80,240,720
-0.193815735,40,80,240,960
-0.227162164,40,80,240,1200
-0.263478032,40,80,320,640
-0.203585754,40,80,320,960
-0.233042131,40,80,320,1280
-0.175319507,40,80,320,1600
-0.249439255,40,80,400,800
-0.221254953,40,80,400,1200
-0.215204476,40,80,400,1600
-0.158248772,40,80,400,2000
-0.208843907,40,120,240,480
-0.156488972,40,120,240,720
-0.142133623,40,120,240,960
-0.175734385,40,120,240,1200
-0.202657793,40,120,360,720
-0.179964953,40,120,360,1080
-0.175480566,40,120,360,1440
-0.107963563,40,120,360,1800
-0.141429977,40,120,480,960
-0.21592367,40,120,480,1440
-0.110069945,40,120,480,1920
-0.10661946,40,120,480,2400
-0.166016715,40,120,600,1200
-0.108094131,40,120,600,1800
-0.10720678,40,120,600,2400
-0.129644755,40,120,600,3000
-0.200220225,40,160,320,640
-0.147161863,40,160,320,960
-0.174506227,40,160,320,1280
-0.117569027,40,160,320,1600
-0.135074383,40,160,480,960
-0.208393803,40,160,480,1440
-0.103965395,40,160,480,1920
-0.100563474,40,160,480,2400
-0.179129983,40,160,640,1280
-0.10273444,40,160,640,1920
-0.109581384,40,160,640,2560
-0.127987187,40,160,640,3200
-0.14596369,40,160,800,1600
-0.11153553,40,160,800,2400
-0.130740496,40,160,800,3200
-0.082817102,40,160,800,4000
-0.149315343,40,200,400,800
-0.121443743,40,200,400,1200
-0.114438394,40,200,400,1600
-0.057459546,40,200,400,2000
-0.117410011,40,200,600,1200
-0.058469059,40,200,600,1800
-0.057563508,40,200,600,2400
-0.084554486,40,200,600,3000
-0.103822482,40,200,800,1600
-0.068313307,40,200,800,2400
-0.08818884,40,200,800,3200
-0.039450132,40,200,800,4000
-0.056609436,40,200,1000,2000
-0.073137034,40,200,1000,3000
-0.039450132,40,200,1000,4000
-0.039450132,40,200,1000,5000
-0.279700351,45,90,180,360
-0.27934254,45,90,180,540
-0.263658498,45,90,180,720
-0.240275841,45,90,180,900
-0.27400056,45,90,270,540
-0.259388747,45,90,270,810
-0.28606015,45,90,270,1080
-0.268401918,45,90,270,1350
-0.286355564,45,90,360,720
-0.27198052,45,90,360,1080
-0.267438088,45,90,360,1440
-0.202026002,45,90,360,1800
-0.223530062,45,90,450,900
-0.27991911,45,90,450,1350
-0.202193371,45,90,450,1800
-0.207998863,45,90,450,2250
-0.201042915,45,135,270,540
-0.184433099,45,135,270,810
-0.212306603,45,135,270,1080
-0.194244322,45,135,270,1350
-0.20203106,45,135,405,810
-0.197252501,45,135,405,1215
-0.180316645,45,135,405,1620
-0.124215345,45,135,405,2025
-0.186149121,45,135,540,1080
-0.163647387,45,135,540,1620
-0.129503562,45,135,540,2160
-0.134580202,45,135,540,2700
-0.245452297,45,135,675,1350
-0.120556097,45,135,675,2025
-0.156732054,45,135,675,2700
-0.113709459,45,135,675,3375
-0.158550433,45,180,360,720
-0.135791833,45,180,360,1080
-0.131238014,45,180,360,1440
-0.062548814,45,180,360,1800
-0.1239628,45,180,540,1080
-0.100932223,45,180,540,1620
-0.066222778,45,180,540,2160
-0.07139641,45,180,540,2700
-0.167046034,45,180,720,1440
-0.072372979,45,180,720,2160
-0.088057896,45,180,720,2880
-0.043776501,45,180,720,3600
-0.072707704,45,180,900,1800
-0.086246834,45,180,900,2700
-0.043776501,45,180,900,3600
-0.043776501,45,180,900,4500
-0.094808289,45,225,450,900
-0.153501137,45,225,450,1350
-0.073331884,45,225,450,1800
-0.079382357,45,225,450,2250
-0.192914047,45,225,675,1350
-0.063737028,45,225,675,2025
-0.103976569,45,225,675,2700
-0.060964443,45,225,675,3375
-0.083160972,45,225,900,1800
-0.096385603,45,225,900,2700
-0.054654285,45,225,900,3600
-0.054654285,45,225,900,4500
-0.082311201,45,225,1125,2250
-0.046464586,45,225,1125,3375
-0.054654285,45,225,1125,4500
-0.054654285,45,225,1125,5625
-0.258354004,50,100,200,400
-0.189710177,50,100,200,600
-0.192446914,50,100,200,800
-0.17769336,50,100,200,1000
-0.220461375,50,100,300,600
-0.200089116,50,100,300,900
-0.218141653,50,100,300,1200
-0.209434512,50,100,300,1500
-0.23418529,50,100,400,800
-0.206494922,50,100,400,1200
-0.199493612,50,100,400,1600
-0.143807762,50,100,400,2000
-0.203447704,50,100,500,1000
-0.253107415,50,100,500,1500
-0.140169631,50,100,500,2000
-0.145075343,50,100,500,2500
-0.200129436,50,150,300,600
-0.180141492,50,150,300,900
-0.197813315,50,150,300,1200
-0.189109807,50,150,300,1500
-0.146980885,50,150,450,900
-0.204152889,50,150,450,1350
-0.125594808,50,150,450,1800
-0.13147097,50,150,450,2250
-0.182490659,50,150,600,1200
-0.125522369,50,150,600,1800
-0.124646331,50,150,600,2400
-0.150521819,50,150,600,3000
-0.226258902,50,150,750,1500
-0.127987135,50,150,750,2250
-0.149849355,50,150,750,3000
-0.106421382,50,150,750,3750
-0.147894159,50,200,400,800
-0.120247864,50,200,400,1200
-0.111112025,50,200,400,1600
-0.056947824,50,200,400,2000
-0.116278076,50,200,600,1200
-0.05790766,50,200,600,1800
-0.0570576,50,200,600,2400
-0.083651749,50,200,600,3000
-0.102658877,50,200,800,1600
-0.067653783,50,200,800,2400
-0.08723751,50,200,800,3200
-0.03915812,50,200,800,4000
-0.056115771,50,200,1000,2000
-0.072406122,50,200,1000,3000
-0.03915812,50,200,1000,4000
-0.03915812,50,200,1000,5000
-0.109322238,50,250,500,1000
-0.160048728,50,250,500,1500
-0.044937739,50,250,500,2000
-0.049931363,50,250,500,2500
-0.154023806,50,250,750,1500
-0.052185554,50,250,750,2250
-0.074793827,50,250,750,3000
-0.030738531,50,250,750,3750
-0.047757549,50,250,1000,2000
-0.064146921,50,250,1000,3000
-0.030738531,50,250,1000,4000
-0.030738531,50,250,1000,5000
-0.034428919,50,250,1250,2500
-0.030738531,50,250,1250,3750
-0.030738531,50,250,1250,5000
-0.030738531,50,250,1250,6250
