9.34854660703866,2,3,3,4
-9.458852527377246,2,3,3,24
-11.330726845199791,2,3,3,44
-12.474870346098497,2,3,3,64
-12.940895965723959,2,3,3,84
-13.03569433787694,2,3,3,104
-13.007350618345225,2,3,3,124
-13.135468239571738,2,3,3,144
-13.432955388257865,2,3,3,164
-13.519941924910476,2,3,3,184
-13.748982843356654,2,3,3,204
-13.484922141101599,2,3,3,224
-13.54961131970902,2,3,3,244
-13.646437245694473,2,3,3,264
-13.703024465562713,2,3,3,284
-13.828481200514414,2,3,3,304
-13.745155990829225,2,3,3,324
-13.690373873999324,2,3,3,344
-13.700711181249645,2,3,3,364
-13.599027533296754,2,3,3,384
-13.622739532562807,2,3,3,404
-13.520914877108199,2,3,3,424
-13.565913587979496,2,3,3,444
-13.737471034965353,2,3,3,464
-13.678896403246615,2,3,3,484
-17.010979817431256,2,3,13,14
-14.327331058217057,2,3,13,34
-14.700079278367255,2,3,13,54
-14.834327315542053,2,3,13,74
-14.78603323397787,2,3,13,94
-14.75455868243983,2,3,13,114
-14.972335642908913,2,3,13,134
-14.819451568047233,2,3,13,154
-14.87782124502891,2,3,13,174
-14.903672475808618,2,3,13,194
-14.592910506268225,2,3,13,214
-14.826993064465448,2,3,13,234
-14.876822213178684,2,3,13,254
-14.895865971348938,2,3,13,274
-14.885728918084306,2,3,13,294
-14.892889154223464,2,3,13,314
-14.797651440494679,2,3,13,334
-14.849518028514597,2,3,13,354
-14.904058706766598,2,3,13,374
-14.743938070214801,2,3,13,394
-14.576183777422777,2,3,13,414
-14.580802872025453,2,3,13,434
-14.670914986064291,2,3,13,454
-14.76991002828624,2,3,13,474
-14.73152648789545,2,3,13,494
-16.596936417951596,2,3,23,24
-14.6866114206102,2,3,23,44
-15.17537451508103,2,3,23,64
-15.19588575841373,2,3,23,84
-15.140439336447573,2,3,23,104
-14.959747718271828,2,3,23,124
-14.975432626849363,2,3,23,144
-15.054333180642633,2,3,23,164
-15.07777010800093,2,3,23,184
-15.024617532721383,2,3,23,204
-15.197458959074961,2,3,23,224
-15.103730552154847,2,3,23,244
-15.11674399194601,2,3,23,264
-14.965739988817765,2,3,23,284
-15.055715948340485,2,3,23,304
-14.891130248905482,2,3,23,324
-14.6878704847212,2,3,23,344
-14.836212382825398,2,3,23,364
-14.846460388514416,2,3,23,384
-14.98854675757662,2,3,23,404
-14.984702287687881,2,3,23,424
-15.000083781167548,2,3,23,444
-15.043393920947528,2,3,23,464
-14.843758761009946,2,3,23,484
-17.026511574735252,2,3,33,34
-15.177618084179395,2,3,33,54
-14.9092567741788,2,3,33,74
-14.909503850863375,2,3,33,94
-14.904019049035405,2,3,33,114
-14.937006186330901,2,3,33,134
-14.930588038875152,2,3,33,154
-14.976626826106049,2,3,33,174
-14.964653173702951,2,3,33,194
-14.962035164582275,2,3,33,214
-14.965532347020869,2,3,33,234
-14.976646916062883,2,3,33,254
-15.214021632484311,2,3,33,274
-15.098589434037121,2,3,33,294
-14.98949319951831,2,3,33,314
-14.826611235704295,2,3,33,334
-14.765838767589376,2,3,33,354
-14.648483425601531,2,3,33,374
-14.653168761183514,2,3,33,394
-14.724615372968245,2,3,33,414
-14.642769541819808,2,3,33,434
-14.66263114367846,2,3,33,454
-14.700323268164523,2,3,33,474
-14.745322816884135,2,3,33,494
-16.98296061777338,2,3,43,44
-15.203734551039428,2,3,43,64
-15.147782916785554,2,3,43,84
-15.243223745333747,2,3,43,104
-14.926264693844374,2,3,43,124
-15.055122224737099,2,3,43,144
-14.888100046705965,2,3,43,164
-14.961850393267436,2,3,43,184
-14.842194019482404,2,3,43,204
-14.920902420610695,2,3,43,224
-14.972968253199456,2,3,43,244
-14.742779522604879,2,3,43,264
-14.913884623445748,2,3,43,284
-14.88975272070792,2,3,43,304
-14.947133047392281,2,3,43,324
-14.855030039176233,2,3,43,344
-14.879599868163432,2,3,43,364
-14.69059100512828,2,3,43,384
-14.798523440229745,2,3,43,404
-14.913161288165481,2,3,43,424
-14.858869480057578,2,3,43,444
-14.9816803093359,2,3,43,464
-14.976552029426166,2,3,43,484
-17.269661550032694,2,3,53,54
-15.252508792636318,2,3,53,74
-15.175918698492524,2,3,53,94
-15.49376277787441,2,3,53,114
-15.126841214651767,2,3,53,134
-15.105738713812114,2,3,53,154
-15.082615013920584,2,3,53,174
-14.89677737742401,2,3,53,194
-14.748852473639587,2,3,53,214
-14.751832583912629,2,3,53,234
-14.780169463512856,2,3,53,254
-14.810195813403007,2,3,53,274
-14.870887799978771,2,3,53,294
-14.98411502939397,2,3,53,314
-14.837869526772462,2,3,53,334
-14.98772835720778,2,3,53,354
-14.798339314729683,2,3,53,374
-14.887409047261588,2,3,53,394
-14.93505675521791,2,3,53,414
-14.944507000274907,2,3,53,434
-14.948121289909189,2,3,53,454
-15.00327871186671,2,3,53,474
-14.873726131972246,2,3,53,494
-16.494746987141447,2,3,63,64
-15.287704758778464,2,3,63,84
-15.488140476891322,2,3,63,104
-15.667315308235782,2,3,63,124
-15.201959281269922,2,3,63,144
-15.232503604613322,2,3,63,164
-15.101579447740983,2,3,63,184
-14.999057350482689,2,3,63,204
-14.79104356953754,2,3,63,224
-15.06090239611589,2,3,63,244
-14.903959560210422,2,3,63,264
-14.98662707273311,2,3,63,284
-14.951516149097579,2,3,63,304
-15.028281655186372,2,3,63,324
-14.928134640032901,2,3,63,344
-14.927519859729252,2,3,63,364
-15.164162802462538,2,3,63,384
-15.197725363791278,2,3,63,404
-15.263713668777692,2,3,63,424
-15.190386457593247,2,3,63,444
-15.25015882297256,2,3,63,464
-15.221412145344308,2,3,63,484
-16.531247261857153,2,3,73,74
-15.886214137563263,2,3,73,94
-15.71254689426635,2,3,73,114
-15.378802372355823,2,3,73,134
-15.498722791039539,2,3,73,154
-15.179176500265719,2,3,73,174
-15.200705262476212,2,3,73,194
-15.000025317933167,2,3,73,214
-14.845803772731053,2,3,73,234
-14.979628621108759,2,3,73,254
-14.977905098024436,2,3,73,274
-15.099172592658418,2,3,73,294
-15.159959479325696,2,3,73,314
-15.180176973700348,2,3,73,334
-15.101619910434355,2,3,73,354
-15.110435476791638,2,3,73,374
-15.28273843726449,2,3,73,394
-15.234950131442451,2,3,73,414
-15.177412344881246,2,3,73,434
-15.272268244033782,2,3,73,454
-15.289063021087504,2,3,73,474
-15.12195615547461,2,3,73,494
-16.734023849440238,2,3,83,84
-15.98853766648787,2,3,83,104
-16.009928804973647,2,3,83,124
-15.665378906298459,2,3,83,144
-15.274930079905207,2,3,83,164
-15.365258813519457,2,3,83,184
-15.257192458234336,2,3,83,204
-14.875569182465078,2,3,83,224
-14.770467816622745,2,3,83,244
-14.922757697481066,2,3,83,264
-15.041360585529379,2,3,83,284
-15.172774632204737,2,3,83,304
-15.368408666318222,2,3,83,324
-15.145827867202962,2,3,83,344
